"K","x.values","f.values"
300,6.4034860885983,13.1859166431258
300,6.41870782975531,13.2424652175396
300,6.42530457412419,13.1131557618242
300,6.44262561836817,13.2091595896806
300,6.47349570491458,13.510892401568
300,6.51099846094932,13.2577696165432
300,6.53901937361494,16.7444245948061
300,6.57280963046479,17.5238105921763
300,6.58480345202786,15.7445565611039
300,6.61654101782786,18.6049510516086
300,6.61803221299957,18.6049510516086
300,6.62891891088671,17.6454951727368
300,6.6579381800255,18.4579454356516
300,6.68543230260638,17.5492672066398
300,6.72526582540993,17.4175527645449
300,6.75446167296204,18.3156741322874
300,6.78244289487182,22.0918650827345
300,6.79899330156908,20.8427412555163
300,6.882406932259,20.1617353551693
300,6.92304141606564,20.2152725902521
300,6.94884053701743,20.1718297559603
300,6.98541868482429,18.1526318911637
300,7.02454125708908,17.2988639289408
300,7.04631077851061,16.9726278645974
300,7.10865380683373,12.2913063229758
300,7.13356056062048,11.7191917944986
300,7.15006195602069,11.7552678482615
300,7.16242791891136,9.63420806932829
300,7.20259248908653,11.7834430292602
300,7.23052761210163,7.21895759956496
300,7.25775100296369,5.15422765666971
300,7.30838738869364,4.3028850047467
300,7.3761037435632,4.17834234944619
300,7.42142152161714,0.909910108958952
300,7.43343931255309,0.60442463626311
300,7.44538860536966,0.338392876122143
300,7.46521904447985,0.300218132742087
300,7.47799775976538,1.19928047034335
300,7.49002837630164,1.03818306619657
300,7.58821146695744,0.85083191444514
300,7.62193888013368,0.85083191444514
300,7.68248259585349,1.44704662254987
300,7.71744545693108,0.620277566346362
300,7.76216896579797,0.288773625267755
300,7.7840384414554,0.715709714317395
300,7.83652097073141,1.09787829426587
300,7.85084998141335,1.19523348548575
300,7.87639583465332,1.29258122839585
300,7.9507154488451,2.74040729236543
300,7.96680869565574,2.72461081973775
300,7.99477243819961,2.13776948727704
300,8.01557724865933,1.8205609981474
300,8.04664752968082,0.666738555402867
300,8.05570998699851,0.85852408649149
300,8.11675131782965,0.691173554961729
300,8.15334000007357,0.950765518805214
300,8.1993436750278,2.67606786492825
300,8.22996535047941,6.82784953037138
300,8.26155491409311,8.3622295267565
300,8.28481472065042,10.2476047968558
300,8.31216705914966,9.16800275641013
300,8.37430664247,13.7929178189956
300,8.40427853832228,13.9439091629671
300,8.42567441900438,19.1808244858071
300,8.4437435510199,18.9164303513192
300,8.48991720508548,20.7211478854791
300,8.51540436461601,22.6294946217908
300,8.53847219646487,22.719465809618
300,8.58802538311928,22.9735108634231
300,8.6388154376082,22.7905358488583
300,8.67301328710435,24.279130343086
300,8.69439185755821,24.3435104768698
300,8.75460018215987,24.363230867774
300,8.78666997026898,23.237629439465
300,8.80033600761939,23.0739495443245
300,8.83105244116686,21.4258608548639
300,8.86053032990876,23.7345784245754
300,8.8847535409115,23.8453468464626
300,8.91344112352581,23.7725114996815
300,8.93304446855701,24.1151783981281
300,8.95146603656153,28.7053344540496
300,8.97036917956009,29.4813241271153
300,8.98817785333344,30.876810347767
300,9.01026513371373,31.2273910816445
300,9.0752362080757,23.7257093662514
300,9.10809879385888,23.8830970681034
300,9.12058448816381,25.6490156325571
300,9.13686143696617,21.4122565346695
300,9.17762865699704,21.5873552119043
300,9.20937798188992,25.1117751627678
300,9.27644853668475,20.0869005513026
300,9.29389628483602,23.841868825326
300,9.32424283156309,24.0638202375144
300,9.34374379589525,17.8710997839341
300,9.38677429052306,17.9354515353573
300,9.42325543045544,18.9338280586511
300,9.45655745375759,19.0278898195214
300,9.48204684035374,18.1257281587248
300,9.52658158890023,17.8077367472272
300,9.53834585404064,18.6148241671312
300,9.566103369339,16.3567719290637
300,9.60239897522801,17.231777125254
300,9.64682841110015,17.144503156757
300,9.70195574843792,15.3280903481457
300,9.73026735670678,14.2738276505227
300,9.76332300135132,14.830976760314
300,9.82755723951727,16.2781108920012
300,9.87379459173328,16.411568366939
300,9.9705514895147,11.1731923495101
300,9.9869459624459,12.0636863161744
300,9.99947620491443,12.7467721696708
