"K","x.values","f.values"
300,0.00290261727274643,-12.2435326139694
300,0.0282350340199466,-10.8665532385353
300,0.0528429770715211,-13.1555017402822
300,0.0847646273208835,-13.8337197989876
300,0.118459405696768,-6.55584136514733
300,0.145835478385666,-1.40214395275956
300,0.154681818199992,-5.91424100797532
300,0.201813627092419,-7.17068712423557
300,0.270075852864914,-2.37214585200498
300,0.294488654516818,-2.85059146296284
300,0.308163821443094,-2.71925988570406
300,0.322183111475928,-2.71925988570406
300,0.340656729262888,-2.52979190771007
300,0.383055244761933,0.774385522904105
300,0.429003256407499,0.706383833039036
300,0.447411856907174,2.15385308065504
300,0.457150899856144,3.27253670659092
300,0.503326899940834,3.03889493602441
300,0.508413530530633,7.84711416824332
300,0.538397892327812,8.99594494165093
300,0.565142646088467,8.75186647976221
300,0.614909463542028,4.62010242073902
300,0.660494617822852,3.19773930286297
300,0.718780888046853,2.07053773995396
300,0.745636122890844,2.78608309016722
300,0.820090322980949,8.7245505214513
300,0.886449579376798,7.22227025097472
300,0.894530921339228,7.20704145936346
300,0.912125735643619,6.32922360648727
300,0.918554985471256,6.32922360648727
300,0.958106288737804,9.21274287547871
300,0.975621832682597,9.04878488417038
300,1.04852820184721,9.05429212539562
300,1.06762314553854,8.70391067660971
300,1.09521461133299,10.1023221916506
300,1.15962794580094,10.0876099561477
300,1.17592068261078,7.93901613798034
300,1.22427526065364,7.32119899188854
300,1.26602151229887,6.9011507229784
300,1.27823245900347,7.11079020938425
300,1.32543913001184,7.50481560363396
300,1.36193647402669,8.8302105405376
300,1.43784204951994,8.95514785385736
300,1.48790249363015,8.87900369804161
300,1.5196040232654,8.7685545677754
300,1.54560014911654,8.31710924681136
300,1.57136729063811,8.31710924681136
300,1.64292781313931,9.86964281134567
300,1.67487960989711,9.88008987652116
300,1.70159258702548,9.73095319109055
300,1.73751024968557,10.3255474307454
300,1.76428736617341,9.51450082793854
300,1.83281042281899,8.91063228087136
300,1.85236011104763,8.53464251452075
300,1.87653183100891,7.25900059750629
300,1.93557224171316,8.81709792515616
300,1.94642258372551,8.81709792515616
300,1.98204642613483,8.74549590213013
300,2.00101615730861,8.29698848347309
300,2.04496404083965,7.6953230518706
300,2.06343043448855,7.88402954783412
300,2.1099530242679,7.62505981743321
300,2.12297664968452,7.62505981743321
300,2.15394080911252,7.47493588072818
300,2.20192618870583,6.06885021376219
300,2.24026452144906,6.38793191328167
300,2.26613584711841,6.42858904141802
300,2.2995043799736,5.89752382951773
300,2.33557317938571,4.77994530770196
300,2.33983664266147,4.70098280618372
300,2.35462369173304,4.82861236687599
300,2.39723684927165,4.76534060287147
300,2.43953013585138,4.02203740360978
300,2.4636456013548,3.39439698525035
300,2.50387060047769,3.26681551263953
300,2.54806333361563,2.94159026761248
300,2.60873792718434,1.4369242516168
300,2.6629038213422,2.64456991140579
300,2.67993911491799,1.98249939455341
300,2.70393130396258,2.81332766878161
300,2.72379346823946,2.81332766878161
300,2.76625454333119,2.74238258096314
300,2.79966181924481,3.06838102148132
300,2.82473426298177,2.98475969934169
300,2.8700110869635,2.11129673450179
300,2.90502203216569,2.23462944068701
300,2.92376266375002,2.22522240662845
300,2.96570872930155,2.96594884908973
300,3.02950634561686,2.97328833059289
300,3.05741562456213,2.06274023909354
300,3.06636814757765,4.1538898001101
300,3.08421256955145,4.1538898001101
300,3.1070356312564,3.65773296066923
300,3.13607204721111,3.9895752314191
300,3.25705044585343,4.51698848732224
300,3.27136133927346,2.19249380448878
300,3.31535431917155,2.61483221743954
300,3.36708537083747,2.82609735482297
300,3.41158765292315,2.37675547789608
300,3.43196064278442,2.48882907250839
300,3.47687037519029,-0.294698754478381
300,3.54182184248431,-0.428454719856704
300,3.55276041643813,0.620700642752588
300,3.58019311774488,1.42815657338004
300,3.59064312518991,1.42815657338004
300,3.61852125649467,2.26790541257138
300,3.68072521413543,3.54334679485031
300,3.68608735502323,3.54334679485031
300,3.71363297029726,2.69166786011319
300,3.74124697644484,1.59181727033499
300,3.80022626665248,1.72467847987672
300,3.88529265316596,1.05238640508267
300,3.8998798078751,0.805326240639356
300,3.94575811896976,0.482909614958865
300,4.00046555699169,0.19914998581797
300,4.04352836191293,0.0688341173090752
300,4.12547724342769,-0.502021925882175
300,4.14567172916842,-0.884715699064161
300,4.18829475247762,-1.23811553530108
300,4.2289757756725,-2.00988595876714
300,4.24397738003997,0.832818949829418
300,4.26159140780619,0.832818949829418
300,4.30709699901019,0.0880620307393905
300,4.3326364286551,0.310245451877082
300,4.34832716254768,0.489487757988336
